txt;Anio;Departamento;Municipio;Tipo Consulta;Número de registros;Total
 ;2015;CHIMALTENANGO;SANTA CRUZ BALANYÁ;Emergencia;1;157
 ;2015;CHIMALTENANGO;TECPÁN GUATEMALA;Emergencia;1;7402
 ;2015;CHIMALTENANGO;YEPOCAPA;Emergencia;1;2803
 ;2015;CHIMALTENANGO;ZARAGOZA;Emergencia;1;362
 ;2015;CHIQUIMULA;CAMOTÁN;Emergencia;1;2825
 ;2015;CHIQUIMULA;CHIQUIMULA;Emergencia;1;3469
 ;2015;CHIQUIMULA;CONCEPCIÓN LAS MINAS;Emergencia;1;240
 ;2015;CHIQUIMULA;ESQUIPULAS;Emergencia;1;1332
 ;2015;CHIQUIMULA;IPALA;Emergencia;1;786
 ;2015;CHIQUIMULA;JOCOTÁN;Emergencia;1;6256
 ;2015;CHIQUIMULA;OLOPA;Emergencia;1;1228
 ;2015;CHIQUIMULA;QUETZALTEPEQUE;Emergencia;1;144
 ;2015;CHIQUIMULA;SAN JACINTO;Emergencia;1;30
 ;2015;CHIQUIMULA;SAN JOSÉ LA ARADA;Emergencia;1;32
 ;2015;CHIQUIMULA;SAN JUAN LA ERMITA;Emergencia;1;217
 ;2015;EL PETEN;DOLORES;Emergencia;1;26
 ;2015;EL PETEN;EL CHAL;Emergencia;1;9
 ;2015;EL PETEN;FLORES;Emergencia;1;13
 ;2015;EL PETEN;LA LIBERTAD;Emergencia;1;9310
 ;2015;EL PETEN;LAS CRUCES;Emergencia;1;639
 ;2015;EL PETEN;MELCHOR DE MENCOS;Emergencia;1;19125
 ;2015;EL PETEN;POPTÚN;Emergencia;1;65976
 ;2015;EL PETEN;SAN ANDRÉS;Emergencia;1;410
 ;2015;EL PETEN;SAN BENITO;Emergencia;1;70628
 ;2015;EL PETEN;SAN FRANCISCO;Emergencia;1;285
 ;2015;EL PETEN;SAN JOSÉ;Emergencia;1;106
 ;2015;EL PETEN;SAN LUIS;Emergencia;1;669
 ;2015;EL PETEN;SANTA ANA;Emergencia;1;489
 ;2015;EL PETEN;SAYAXCHÉ;Emergencia;1;17877
 ;2015;EL PROGRESO;EL JÍCARO;Emergencia;1;6
 ;2015;EL PROGRESO;GUASTATOYA;Emergencia;1;3688
 ;2015;EL PROGRESO;MORAZÁN;Emergencia;1;83
 ;2015;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;Emergencia;1;102
 ;2015;EL PROGRESO;SAN ANTONIO LA PAZ;Emergencia;1;19
 ;2015;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;Emergencia;1;9
 ;2015;EL PROGRESO;SANARATE;Emergencia;1;4368
 ;2015;EL PROGRESO;SANSARE;Emergencia;1;68
 ;2015;ESCUINTLA;ESCUINTLA;Emergencia;1;124802
 ;2015;ESCUINTLA;GUANAGAZAPA;Emergencia;1;1218
 ;2015;ESCUINTLA;IZTAPA;Emergencia;1;1179
 ;2015;ESCUINTLA;LA DEMOCRACIA;Emergencia;1;1193
 ;2015;ESCUINTLA;LA GOMERA;Emergencia;1;4825
 ;2015;ESCUINTLA;MASAGUA;Emergencia;1;645
 ;2015;ESCUINTLA;NUEVA CONCEPCIÓN;Emergencia;1;3316
 ;2015;ESCUINTLA;PALÍN;Emergencia;1;862
 ;2015;ESCUINTLA;PUERTO DE SAN JOSÉ;Emergencia;1;21539
 ;2015;ESCUINTLA;SAN VICENTE PACAYA;Emergencia;1;148
 ;2015;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;Emergencia;1;9580
 ;2015;ESCUINTLA;SIQUINALÁ;Emergencia;1;57
 ;2015;ESCUINTLA;TIQUISATE;Emergencia;1;35047
 ;2015;GUATEMALA;AMATITLÁN;Emergencia;1;10048
 ;2015;GUATEMALA;CHINAUTLA;Emergencia;1;2535
 ;2015;GUATEMALA;CHUARRANCHO;Emergencia;1;66
 ;2015;GUATEMALA;FRAIJANES;Emergencia;1;479
 ;2015;GUATEMALA;GUATEMALA;Emergencia;1;84554
 ;2015;GUATEMALA;MIXCO;Emergencia;1;66913
 ;2015;GUATEMALA;PALENCIA;Emergencia;1;1685
 ;2015;GUATEMALA;SAN JOSÉ DEL GOLFO;Emergencia;1;1504
 ;2015;GUATEMALA;SAN JOSÉ PINULA;Emergencia;1;259
 ;2015;GUATEMALA;SAN JUAN SACATEPÉQUEZ;Emergencia;1;2123
 ;2015;GUATEMALA;SAN MIGUEL PETAPA;Emergencia;1;652
 ;2015;GUATEMALA;SAN PEDRO AYAMPUC;Emergencia;1;87
 ;2015;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;Emergencia;1;201
 ;2015;GUATEMALA;SAN RAYMUNDO;Emergencia;1;94
 ;2015;GUATEMALA;SANTA CATARINA PINULA;Emergencia;1;1001
 ;2015;GUATEMALA;VILLA CANALES;Emergencia;1;1080
 ;2015;GUATEMALA;VILLA NUEVA;Emergencia;1;1261
 ;2015;HUEHUETENANGO;AGUACATÁN;Emergencia;1;860
 ;2015;HUEHUETENANGO;BARILLAS;Emergencia;1;12283
 ;2015;HUEHUETENANGO;CHIANTLA;Emergencia;1;125
 ;2015;HUEHUETENANGO;COLOTENANGO;Emergencia;1;2
 ;2015;HUEHUETENANGO;CONCEPCIÓN HUISTA;Emergencia;1;185
 ;2015;HUEHUETENANGO;CUILCO;Emergencia;1;998
 ;2015;HUEHUETENANGO;HUEHUETENANGO;Emergencia;1;358
 ;2015;HUEHUETENANGO;JACALTENANGO;Emergencia;1;5364
 ;2015;HUEHUETENANGO;LA DEMOCRACIA;Emergencia;1;167
 ;2015;HUEHUETENANGO;LA LIBERTAD;Emergencia;1;943
 ;2015;HUEHUETENANGO;MALACATANCITO;Emergencia;1;81
 ;2015;HUEHUETENANGO;NENTÓN;Emergencia;1;882
 ;2015;HUEHUETENANGO;SAN ANTONIO HUISTA;Emergencia;1;41
 ;2015;HUEHUETENANGO;SAN GASPAR IXCHIL;Emergencia;1;233
 ;2015;HUEHUETENANGO;SAN ILDELFONSO IXTAHUACÁN;Emergencia;1;646
 ;2015;HUEHUETENANGO;SAN JUAN ATITÁN;Emergencia;1;460
 ;2015;HUEHUETENANGO;SAN JUAN IXCOY;Emergencia;1;1593
 ;2015;HUEHUETENANGO;SAN MATEO IXTATÁN;Emergencia;1;126
 ;2015;HUEHUETENANGO;SAN MIGUEL ACATÁN;Emergencia;1;468
 ;2015;HUEHUETENANGO;SAN PEDRO NECTA;Emergencia;1;9978
 ;2015;HUEHUETENANGO;SAN PEDRO SOLOMA;Emergencia;1;1062
 ;2015;HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Emergencia;1;53
 ;2015;HUEHUETENANGO;SAN RAFAEL PETZAL;Emergencia;1;619
 ;2015;HUEHUETENANGO;SAN SEBASTIÁN COATÁN;Emergencia;1;23
 ;2015;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;Emergencia;1;1479
 ;2015;HUEHUETENANGO;SANTA ANA HUISTA;Emergencia;1;77
 ;2015;HUEHUETENANGO;SANTA BÁRBARA;Emergencia;1;32
 ;2015;HUEHUETENANGO;SANTA EULALIA;Emergencia;1;1191
 ;2015;HUEHUETENANGO;SANTIAGO CHIMALTENANGO;Emergencia;1;594
 ;2015;HUEHUETENANGO;TECTITÁN;Emergencia;1;336
 ;2015;HUEHUETENANGO;TODOS SANTOS CUCHUMATÁN;Emergencia;1;1270
 ;2015;HUEHUETENANGO;UNION CANTINIL;Emergencia;1;31
 ;2015;IZABAL;EL ESTOR;Emergencia;1;4996
 ;2015;IZABAL;LIVINGSTON;Emergencia;1;1601
 ;2015;IZABAL;LOS AMATES;Emergencia;1;5646
 ;2015;IZABAL;MORALES;Emergencia;1;21040
 ;2015;IZABAL;PUERTO BARRIOS;Emergencia;1;24429
 ;2015;JALAPA;JALAPA;Emergencia;1;13547
 ;2015;JALAPA;MATAQUESCUINTLA;Emergencia;1;2614
 ;2015;JALAPA;MONJAS;Emergencia;1;1413
 ;2015;JALAPA;SAN CARLOS ALZATATE;Emergencia;1;541
 ;2015;JALAPA;SAN LUIS JILOTEPEQUE;Emergencia;1;211
 ;2015;JALAPA;SAN MANUEL CHAPARRÓN;Emergencia;1;97
 ;2015;JALAPA;SAN PEDRO PINULA;Emergencia;1;1254
 ;2015;JUTIAPA;AGUA BLANCA;Emergencia;1;128
 ;2015;JUTIAPA;ASUNCIÓN MITA;Emergencia;1;3911
 ;2015;JUTIAPA;ATESCATEMPA;Emergencia;1;1217
 ;2015;JUTIAPA;COMAPA;Emergencia;1;1231
 ;2015;JUTIAPA;CONGUACO;Emergencia;1;117
 ;2015;JUTIAPA;EL ADELANTO;Emergencia;1;539
 ;2015;JUTIAPA;EL PROGRESO;Emergencia;1;1376
 ;2015;JUTIAPA;JALPATAGUA;Emergencia;1;35
 ;2015;JUTIAPA;JEREZ;Emergencia;1;82
 ;2015;JUTIAPA;JUTIAPA;Emergencia;1;83685
 ;2015;JUTIAPA;MOYUTA;Emergencia;1;498
 ;2015;JUTIAPA;PASACO;Emergencia;1;356
 ;2015;JUTIAPA;QUEZADA;Emergencia;1;134
 ;2015;JUTIAPA;SAN JOSÉ ACATEMPA;Emergencia;1;866
 ;2015;JUTIAPA;SANTA CATARINA MITA;Emergencia;1;454
 ;2015;JUTIAPA;YUPILTEPEQUE;Emergencia;1;544
 ;2015;JUTIAPA;ZAPOTITLÁN;Emergencia;1;30
 ;2015;QUETZALTENANGO;ALMOLONGA;Emergencia;1;23
 ;2015;QUETZALTENANGO;CABRICÁN;Emergencia;1;4547
 ;2015;QUETZALTENANGO;CAJOLÁ;Emergencia;1;1152
 ;2015;QUETZALTENANGO;CANTEL;Emergencia;1;15
 ;2015;QUETZALTENANGO;COATEPEQUE;Emergencia;1;111625
 ;2015;QUETZALTENANGO;COLOMBA;Emergencia;1;35
 ;2015;QUETZALTENANGO;CONCEPCIÓN CHIQUIRICHAPA;Emergencia;1;25
 ;2015;QUETZALTENANGO;EL PALMAR;Emergencia;1;257
 ;2015;QUETZALTENANGO;FLORES COSTA CUCA;Emergencia;1;57
 ;2015;QUETZALTENANGO;GÉNOVA;Emergencia;1;15
 ;2015;QUETZALTENANGO;HUITÁN;Emergencia;1;118
 ;2015;QUETZALTENANGO;LA ESPERANZA;Emergencia;1;269
 ;2015;QUETZALTENANGO;OLINTEPEQUE;Emergencia;1;77
 ;2015;QUETZALTENANGO;PALESTINA DE LOS ALTOS;Emergencia;1;161
 ;2015;QUETZALTENANGO;QUETZALTENANGO;Emergencia;1;56032
 ;2015;QUETZALTENANGO;SALCAJÁ;Emergencia;1;195
 ;2015;QUETZALTENANGO;SAN CARLOS SIJA;Emergencia;1;126
 ;2015;QUETZALTENANGO;SAN FRANCISCO LA UNIÓN;Emergencia;1;5
 ;2015;QUETZALTENANGO;SAN JUAN OSTUNCALCO;Emergencia;1;22
 ;2015;QUETZALTENANGO;SAN MARTÍN SACATEPÉQUEZ;Emergencia;1;181
 ;2015;QUETZALTENANGO;SAN MATEO;Emergencia;1;28
 ;2015;QUETZALTENANGO;SAN MIGUEL SIGÜILÁ;Emergencia;1;52
 ;2015;QUETZALTENANGO;SIBILIA;Emergencia;1;22
 ;2015;QUETZALTENANGO;ZUNIL;Emergencia;1;7
 ;2015;QUICHE;CANILLÁ;Emergencia;1;1822
 ;2015;QUICHE;CHAJUL;Emergencia;1;3530
 ;2015;QUICHE;CHICAMÁN;Emergencia;1;2120
 ;2015;QUICHE;CHICHICASTENANGO;Emergencia;1;2519
 ;2015;QUICHE;CHICHÉ;Emergencia;1;1582
 ;2015;QUICHE;CHINIQUE;Emergencia;1;977
 ;2015;QUICHE;CUNÉN;Emergencia;1;1448
 ;2015;QUICHE;IXCÁN;Emergencia;1;22211
 ;2015;QUICHE;JOYABAJ;Emergencia;1;17860
 ;2015;QUICHE;NEBAJ;Emergencia;1;28378
 ;2015;QUICHE;PACHALÚN;Emergencia;1;162
 ;2015;QUICHE;PATZITÉ;Emergencia;1;211
 ;2015;QUICHE;SACAPULAS;Emergencia;1;4303
 ;2015;QUICHE;SAN ANDRÉS SAJCABAJÁ;Emergencia;1;7301
 ;2015;QUICHE;SAN ANTONIO ILOTENANGO;Emergencia;1;404
 ;2015;QUICHE;SAN BARTOLOMÉ JOCOTENANGO;Emergencia;1;1204
 ;2015;QUICHE;SAN JUAN COTZAL;Emergencia;1;6269
 ;2015;QUICHE;SAN MIGUEL USPANTÁN;Emergencia;1;13382
 ;2015;QUICHE;SAN PEDRO JOCOPILAS;Emergencia;1;1689
 ;2015;QUICHE;SANTA CRUZ DEL QUICHÉ;Emergencia;1;4380
 ;2015;QUICHE;ZACUALPA;Emergencia;1;1683
 ;2015;RETALHULEU;CHAMPERICO;Emergencia;1;739
 ;2015;RETALHULEU;EL ASINTAL;Emergencia;1;970
 ;2015;RETALHULEU;NUEVO SAN CARLOS;Emergencia;1;64
 ;2015;RETALHULEU;RETALHULEU;Emergencia;1;394
 ;2015;RETALHULEU;SAN ANDRÉS VILLA SECA;Emergencia;1;160
 ;2015;RETALHULEU;SAN FELIPE;Emergencia;1;1
 ;2015;RETALHULEU;SAN MARTÍN ZAPOTITLÁN;Emergencia;1;221
 ;2015;RETALHULEU;SAN SEBASTIÁN;Emergencia;1;172
 ;2015;RETALHULEU;SANTA CRUZ MULÚA;Emergencia;1;1099
 ;2015;SACATEPEQUEZ;ALOTENANGO;Emergencia;1;121
 ;2015;SACATEPEQUEZ;ANTIGUA GUATEMALA;Emergencia;1;62790
 ;2015;SACATEPEQUEZ;CIUDAD VIEJA;Emergencia;1;143
 ;2015;SACATEPEQUEZ;JOCOTENANGO;Emergencia;1;28
 ;2015;SACATEPEQUEZ;MAGDALENA MILPAS ALTAS;Emergencia;1;36
 ;2015;SACATEPEQUEZ;PASTORES;Emergencia;1;44
 ;2015;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;Emergencia;1;75
 ;2015;SACATEPEQUEZ;SAN BARTOLOMÉ MILPAS ALTAS;Emergencia;1;26
 ;2015;SACATEPEQUEZ;SAN LUCAS SACATEPÉQUEZ;Emergencia;1;281
 ;2015;SACATEPEQUEZ;SAN MIGUEL DUEÑAS;Emergencia;1;216
 ;2015;SACATEPEQUEZ;SANTA CATARINA BARAHONA;Emergencia;1;19
 ;2015;SACATEPEQUEZ;SANTA LUCÍA MILPAS ALTAS;Emergencia;1;307
 ;2015;SACATEPEQUEZ;SANTA MARÍA DE JESÚS;Emergencia;1;79
 ;2015;SACATEPEQUEZ;SANTIAGO SACATEPÉQUEZ;Emergencia;1;54
 ;2015;SACATEPEQUEZ;SANTO DOMINGO XENACOJ;Emergencia;1;75
 ;2015;SACATEPEQUEZ;SUMPANGO;Emergencia;1;1780
 ;2015;SAN MARCOS;AYUTLA;Emergencia;1;359
 ;2015;SAN MARCOS;CATARINA;Emergencia;1;2
 ;2015;SAN MARCOS;COMITANCILLO;Emergencia;1;709
 ;2015;SAN MARCOS;CONCEPCIÓN TUTUAPA;Emergencia;1;113
 ;2015;SAN MARCOS;EL QUETZAL;Emergencia;1;973
 ;2015;SAN MARCOS;EL RODEO;Emergencia;1;363
 ;2015;SAN MARCOS;ESQUIPULAS PALO GORDO;Emergencia;1;9
 ;2015;SAN MARCOS;IXCHIGUÁN;Emergencia;1;1512
 ;2015;SAN MARCOS;LA REFORMA;Emergencia;1;252
 ;2015;SAN MARCOS;MALACATÁN;Emergencia;1;1348
 ;2015;SAN MARCOS;NUEVO PROGRESO;Emergencia;1;240
 ;2015;SAN MARCOS;OCÓS;Emergencia;1;488
 ;2015;SAN MARCOS;PAJAPITA;Emergencia;1;504
 ;2015;SAN MARCOS;RÍO BLANCO;Emergencia;1;5
 ;2015;SAN MARCOS;SAN ANTONIO SACATEPÉQUEZ;Emergencia;1;4
 ;2015;SAN MARCOS;SAN CRISTÓBAL CUCHO;Emergencia;1;44
 ;2015;SAN MARCOS;SAN JOSÉ OJETENAM;Emergencia;1;1467
 ;2015;SAN MARCOS;SAN LORENZO;Emergencia;1;247
 ;2015;SAN MARCOS;SAN MARCOS;Emergencia;1;8181
 ;2015;SAN MARCOS;SAN MIGUEL IXTAHUACÁN;Emergencia;1;1276
 ;2015;SAN MARCOS;SAN PABLO;Emergencia;1;3
 ;2015;SAN MARCOS;SAN PEDRO SACATEPÉQUEZ;Emergencia;1;766
 ;2015;SAN MARCOS;SAN RAFAEL PIÉ DE LA CUESTA;Emergencia;1;13
 ;2015;SAN MARCOS;SIBINAL;Emergencia;1;319
 ;2015;SAN MARCOS;SIPACAPA;Emergencia;1;520
 ;2015;SAN MARCOS;TACANÁ;Emergencia;1;117
 ;2015;SAN MARCOS;TAJUMULCO;Emergencia;1;682
 ;2015;SAN MARCOS;TEJUTLA;Emergencia;1;716
 ;2015;SANTA ROSA;BARBERENA;Emergencia;1;1076
 ;2015;SANTA ROSA;CASILLAS;Emergencia;1;78
 ;2015;SANTA ROSA;CHIQUIMULILLA;Emergencia;1;5360
 ;2015;SANTA ROSA;CUILAPA;Emergencia;1;3368
 ;2015;SANTA ROSA;GUAZACAPÁN;Emergencia;1;385
 ;2015;SANTA ROSA;NUEVA SANTA ROSA;Emergencia;1;6933
 ;2015;SANTA ROSA;ORATORIO;Emergencia;1;55
 ;2015;SANTA ROSA;PUEBLO NUEVO VIÑAS;Emergencia;1;14
 ;2015;SANTA ROSA;SAN JUAN TECUACO;Emergencia;1;578
 ;2015;SANTA ROSA;SAN RAFAEL LAS FLORES;Emergencia;1;450
 ;2015;SANTA ROSA;SANTA CRUZ NARANJO;Emergencia;1;227
 ;2015;SANTA ROSA;SANTA MARÍA IXHUATÁN;Emergencia;1;763
 ;2015;SANTA ROSA;SANTA ROSA DE LIMA;Emergencia;1;22
 ;2015;SANTA ROSA;TAXISCO;Emergencia;1;2094
 ;2015;SOLOLA;CONCEPCIÓN;Emergencia;1;185
 ;2015;SOLOLA;NAHUALÁ;Emergencia;1;6947
 ;2015;SOLOLA;PANAJACHEL;Emergencia;1;206
 ;2015;SOLOLA;SAN ANDRÉS SEMETABAJ;Emergencia;1;4
 ;2015;SOLOLA;SAN ANTONIO PALOPÓ;Emergencia;1;384
 ;2015;SOLOLA;SAN JOSÉ CHACAYÁ;Emergencia;1;341
 ;2015;SOLOLA;SAN JUAN LA LAGUNA;Emergencia;1;63
 ;2015;SOLOLA;SAN LUCAS TOLIMÁN;Emergencia;1;338
 ;2015;SOLOLA;SAN MARCOS LA LAGUNA;Emergencia;1;303
 ;2015;SOLOLA;SAN PABLO LA LAGUNA;Emergencia;1;176
 ;2015;SOLOLA;SAN PEDRO LA LAGUNA;Emergencia;1;15
 ;2015;SOLOLA;SANTA CATARINA IXTAHUACÁN;Emergencia;1;1877
 ;2015;SOLOLA;SANTA CLARA LA LAGUNA;Emergencia;1;514
 ;2015;SOLOLA;SANTA CRUZ LA LAGUNA;Emergencia;1;199
 ;2015;SOLOLA;SANTA LUCÍA UTATLÁN;Emergencia;1;687
 ;2015;SOLOLA;SANTA MARÍA VISITACIÓN;Emergencia;1;103
 ;2015;SOLOLA;SANTIAGO ATITLÁN;Emergencia;1;1906
 ;2015;SOLOLA;SOLOLÁ;Emergencia;1;359
 ;2015;SUCHITEPEQUEZ;CHICACAO;Emergencia;1;296
 ;2015;SUCHITEPEQUEZ;CUYOTENANGO;Emergencia;1;9510
 ;2015;SUCHITEPEQUEZ;MAZATENANGO;Emergencia;1;29535
 ;2015;SUCHITEPEQUEZ;PATULUL;Emergencia;1;2876
 ;2015;SUCHITEPEQUEZ;PUEBLO NUEVO SUCHITEPÉQUEZ;Emergencia;1;7
 ;2015;SUCHITEPEQUEZ;RÍO BRAVO;Emergencia;1;1
 ;2015;SUCHITEPEQUEZ;SAMAYAC;Emergencia;1;8
 ;2015;SUCHITEPEQUEZ;SAN ANTONIO SUCHITEPÉQUEZ;Emergencia;1;302
 ;2015;SUCHITEPEQUEZ;SAN BERNARDINO;Emergencia;1;106
 ;2015;SUCHITEPEQUEZ;SAN FRANCISCO ZAPOTITLÁN;Emergencia;1;31
 ;2015;SUCHITEPEQUEZ;SAN GABRIEL;Emergencia;1;1
 ;2015;SUCHITEPEQUEZ;SAN JUAN BAUTISTA;Emergencia;1;454
 ;2015;SUCHITEPEQUEZ;SAN LORENZO;Emergencia;1;9
 ;2015;SUCHITEPEQUEZ;SAN MIGUEL PANÁN;Emergencia;1;14
 ;2015;SUCHITEPEQUEZ;SAN PABLO JOCOPILAS;Emergencia;1;28
 ;2015;SUCHITEPEQUEZ;SANTA BÁRBARA;Emergencia;1;330
 ;2015;SUCHITEPEQUEZ;SANTO DOMINGO SUCHITEPÉQUEZ;Emergencia;1;151
 ;2015;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;Emergencia;1;220
 ;2015;SUCHITEPEQUEZ;ZUNILITO;Emergencia;1;32
 ;2015;TOTONICAPAN;MOMOSTENANGO;Emergencia;1;1730
 ;2015;TOTONICAPAN;SAN ANDRÉS XECUL;Emergencia;1;165
 ;2015;TOTONICAPAN;SAN BARTOLO;Emergencia;1;122
 ;2015;TOTONICAPAN;SAN CRISTÓBAL TOTONICAPÁN;Emergencia;1;1030
 ;2015;TOTONICAPAN;SAN FRANCISCO EL ALTO;Emergencia;1;628
 ;2015;TOTONICAPAN;SANTA LUCÍA LA REFORMA;Emergencia;1;208
 ;2015;TOTONICAPAN;SANTA MARÍA CHIQUIMULA;Emergencia;1;48
 ;2015;TOTONICAPAN;TOTONICAPÁN;Emergencia;1;24781
 ;2015;ZACAPA;CABAÑAS;Emergencia;1;1883
 ;2015;ZACAPA;ESTANZUELA;Emergencia;1;6
 ;2015;ZACAPA;GUALÁN;Emergencia;1;19471
 ;2015;ZACAPA;HUITÉ;Emergencia;1;409
 ;2015;ZACAPA;LA UNIÓN;Emergencia;1;80
 ;2015;ZACAPA;RÍO HONDO;Emergencia;1;281
 ;2015;ZACAPA;SAN DIEGO;Emergencia;1;129
 ;2015;ZACAPA;SAN JORGE;Emergencia;1;39
 ;2015;ZACAPA;TECULUTÁN;Emergencia;1;45
 ;2015;ZACAPA;USUMATLÁN;Emergencia;1;13
 ;2015;ZACAPA;ZACAPA;Emergencia;1;24764
 ;2016;ALTA VERAPAZ;CAHABÓN;Emergencia;1;9688
 ;2016;ALTA VERAPAZ;CHAHAL;Emergencia;1;3342
 ;2016;ALTA VERAPAZ;CHISEC;Emergencia;1;14366
 ;2016;ALTA VERAPAZ;COBÁN;Emergencia;1;21574
 ;2016;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;Emergencia;1;17731
 ;2016;ALTA VERAPAZ;LA TINTA;Emergencia;1;5448
 ;2016;ALTA VERAPAZ;LANQUÍN;Emergencia;1;3501
 ;2016;ALTA VERAPAZ;PANZOS;Emergencia;1;10533
 ;2016;ALTA VERAPAZ;RAXRUHA;Emergencia;1;2133
 ;2016;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;Emergencia;1;6752
 ;2016;ALTA VERAPAZ;SAN JUAN CHAMELCO;Emergencia;1;7753
 ;2016;ALTA VERAPAZ;SAN PEDRO CARCHÁ;Emergencia;1;10496
 ;2016;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;Emergencia;1;2348
 ;2016;ALTA VERAPAZ;SENAHÚ;Emergencia;1;886
 ;2016;ALTA VERAPAZ;TACTIC;Emergencia;1;6486
 ;2016;ALTA VERAPAZ;TAMAHÚ;Emergencia;1;3212
 ;2016;ALTA VERAPAZ;TUCURÚ;Emergencia;1;6579
 ;2016;BAJA VERAPAZ;CUBULCO;Emergencia;1;1468
 ;2016;BAJA VERAPAZ;EL CHOL;Emergencia;1;47
 ;2016;BAJA VERAPAZ;GRANADOS;Emergencia;1;820
 ;2016;BAJA VERAPAZ;PURULHÁ;Emergencia;1;836
 ;2016;BAJA VERAPAZ;RABINAL;Emergencia;1;4728
 ;2016;BAJA VERAPAZ;SALAMÁ;Emergencia;1;48
 ;2016;BAJA VERAPAZ;SAN JERÓNIMO;Emergencia;1;3090
 ;2016;BAJA VERAPAZ;SAN MIGUEL CHICAJ;Emergencia;1;1887
 ;2016;CHIMALTENANGO;ACATENANGO;Emergencia;1;47
 ;2016;CHIMALTENANGO;CHIMALTENANGO;Emergencia;1;47158
 ;2016;CHIMALTENANGO;EL TEJAR;Emergencia;1;177
 ;2016;CHIMALTENANGO;PARRAMOS;Emergencia;1;350
 ;2016;CHIMALTENANGO;PATZICÍA;Emergencia;1;173
 ;2016;CHIMALTENANGO;PATZÚN;Emergencia;1;2718
 ;2016;CHIMALTENANGO;POCHUTA;Emergencia;1;829
 ;2016;CHIMALTENANGO;SAN ANDRÉS ITZAPA;Emergencia;1;94
 ;2016;CHIMALTENANGO;SAN JOSÉ POAQUIL;Emergencia;1;495
 ;2016;CHIMALTENANGO;SAN JUAN COMALAPA;Emergencia;1;1247
 ;2016;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;Emergencia;1;680
 ;2016;CHIMALTENANGO;SANTA APOLONIA;Emergencia;1;149
 ;2016;CHIMALTENANGO;SANTA CRUZ BALANYÁ;Emergencia;1;128
 ;2016;CHIMALTENANGO;TECPÁN GUATEMALA;Emergencia;1;7859
 ;2016;CHIMALTENANGO;YEPOCAPA;Emergencia;1;2602
 ;2016;CHIMALTENANGO;ZARAGOZA;Emergencia;1;430
 ;2016;CHIQUIMULA;CAMOTÁN;Emergencia;1;2078
 ;2016;CHIQUIMULA;CHIQUIMULA;Emergencia;1;75
 ;2016;CHIQUIMULA;CONCEPCIÓN LAS MINAS;Emergencia;1;323
 ;2016;CHIQUIMULA;ESQUIPULAS;Emergencia;1;1509
 ;2016;CHIQUIMULA;IPALA;Emergencia;1;460
 ;2016;CHIQUIMULA;JOCOTÁN;Emergencia;1;7901
 ;2016;CHIQUIMULA;OLOPA;Emergencia;1;685
 ;2016;CHIQUIMULA;QUETZALTEPEQUE;Emergencia;1;120
 ;2016;CHIQUIMULA;SAN JACINTO;Emergencia;1;19
 ;2016;CHIQUIMULA;SAN JOSÉ LA ARADA;Emergencia;1;59
 ;2016;CHIQUIMULA;SAN JUAN LA ERMITA;Emergencia;1;315
 ;2016;EL PETEN;DOLORES;Emergencia;1;47
 ;2016;EL PETEN;EL CHAL;Emergencia;1;236
 ;2016;EL PETEN;FLORES;Emergencia;1;41
 ;2016;EL PETEN;LA LIBERTAD;Emergencia;1;7829
 ;2016;EL PETEN;LAS CRUCES;Emergencia;1;671
 ;2016;EL PETEN;MELCHOR DE MENCOS;Emergencia;1;14640
 ;2016;EL PETEN;POPTÚN;Emergencia;1;64354
 ;2016;EL PETEN;SAN ANDRÉS;Emergencia;1;160
 ;2016;EL PETEN;SAN BENITO;Emergencia;1;73202
 ;2016;EL PETEN;SAN FRANCISCO;Emergencia;1;38
 ;2016;EL PETEN;SAN JOSÉ;Emergencia;1;73
 ;2016;EL PETEN;SAN LUIS;Emergencia;1;507
 ;2016;EL PETEN;SANTA ANA;Emergencia;1;137
 ;2016;EL PETEN;SAYAXCHÉ;Emergencia;1;21955
 ;2016;EL PROGRESO;EL JÍCARO;Emergencia;1;32
 ;2016;EL PROGRESO;GUASTATOYA;Emergencia;1;4877
 ;2016;EL PROGRESO;MORAZÁN;Emergencia;1;13
 ;2016;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;Emergencia;1;1412
 ;2016;EL PROGRESO;SAN ANTONIO LA PAZ;Emergencia;1;21
 ;2016;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;Emergencia;1;18
 ;2016;EL PROGRESO;SANARATE;Emergencia;1;4126
 ;2016;EL PROGRESO;SANSARE;Emergencia;1;129
 ;2016;ESCUINTLA;ESCUINTLA;Emergencia;1;68848
